Employee_ID,Full_Name,Department,Position,Region,Salary,Years_of_Service,Project_Name,Project_Budget,Project_Status,Contract_Type,Performance_Score,Compliance_Status,Is_Under_Investigation,Under_Investigation,Last_Promotion_Date,Leave_Days_Remaining,Overtime_Hours,Supervisor_Name,Security_Clearance,Remarks
a08c4880-3820-424c-a19c-ec1f28bda063,Vincent Smith,Ministry of Defense,Inspector,East,125595,9,Future-proofed solution-oriented customer loyalty,23988169,Cancelled,Temporary,1.34,Non-Compliant,Yes,1,24/02/2016,48,281,Andrew Dixon,Top Secret,Establish act south.
360f6add-a1ce-4f0c-991e-8addda26648f,Shane Ross,Ministry of Education,Director,West,141358,11,Centralized needs-based hardware,48717184,Cancelled,Permanent,3.57,Under Review,No,0,01/10/2024,5,111,Tina Lynch,Medium,Herself dark miss appear whole.
0d8d037f-f476-4a4a-a137-6ebe3a465373,Stacey Rivera,Ministry of Labor,Assistant Director,South,250183,22,Quality-focused system-worthy model,1518060,Cancelled,Temporary,4.05,Non-Compliant,No,0,05/03/2021,25,210,Catherine Smith,Low,Free identify develop feel major.
297e0062-20db-460a-ae7f-baad6049cd2a,Jonathan Durham,Ministry of Labor,Field Officer,North,104929,33,Optimized maximized neural-net,21105303,On Hold,Permanent,3.34,Under Review,Yes,1,12/12/2023,7,377,Connie Nelson,Medium,White nor condition available age.
b59d6abb-2aba-4ddd-bf05-6c98be148353,James Hill,Ministry of Energy,Clerk,East,113506,23,Reactive didactic budgetary management,49966101,Active,Permanent,2.06,Under Review,Yes,1,05/11/2017,34,238,Christopher Williams,Low,Time power one participant.
27d4f6ca-401c-4ca1-97e8-2cfab80b5929,Daniel Taylor,Ministry of Defense,Policy Advisor,East,74911,34,Multi-channeled bandwidth-monitored database,4739022,Cancelled,Permanent,1.13,Under Review,Yes,1,02/01/2016,26,267,Colleen Howard,High,Safe reach executive need.
7241dad4-7a14-405a-ad09-6d573623dfa4,David Hernandez,Ministry of Finance,Auditor,Central,127127,9,Polarized eco-centric data-warehouse,42191765,Completed,Permanent,1.48,Non-Compliant,No,0,03/03/2023,24,404,Emily Greene,Top Secret,Industry at serious enter she high heart.
aeafcb29-556c-458a-9edb-1c3d52b5087b,Jeffrey Miller,Ministry of Energy,Inspector,West,202893,24,Profit-focused context-sensitive moderator,25757039,Active,Permanent,3.49,Compliant,No,0,18/09/2018,17,297,Jason Alexander,Low,Heart policy lay answer stand international point.
7f07a752-7bf6-4f9a-914c-1dc124990988,Brittany Adams,Ministry of Finance,Clerk,Central,246111,8,Configurable bottom-line function,39652236,Active,Contract,4.74,Non-Compliant,No,0,08/05/2018,53,316,Terry Lopez,Low,Possible reason institution already.
d6e37e44-7ca8-45a9-9307-2b600c1b43cd,Lauren Blair,Ministry of Finance,Clerk,South,231607,7,Secured stable support,24565875,Active,Permanent,1.83,Under Review,No,0,17/10/2022,0,57,Sarah Ellis,Medium,Boy modern eight none cup.
03030710-0efc-47e5-b99d-b1d23886dd9d,Joseph Gonzalez,Ministry of Environment,Assistant Director,South,153453,18,Pre-emptive maximized policy,17562554,On Hold,Permanent,3.94,Under Review,No,0,31/03/2019,47,437,Michelle Harris,Top Secret,Example finally glass front laugh ability me.
0f6a19ee-037e-4e0f-ad4e-103115b8547b,William Fitzgerald,Ministry of Energy,Clerk,Central,124458,3,Streamlined multi-tasking hub,49824575,On Hold,Temporary,4.47,Under Review,Yes,1,06/06/2025,38,33,Lauren Brooks,Medium,Now either account sell.
6786cbee-f328-4bae-a6c0-baa410c27bf2,Thomas Vincent,Ministry of Health,Clerk,North,52175,28,Cross-platform hybrid service-desk,42097785,Cancelled,Temporary,3.08,Under Review,No,0,01/09/2021,2,262,Steven Ramirez,Medium,None major the.
34e628fd-d30c-4d2d-a0eb-90775f1df63f,Desiree Baker,Ministry of Education,Assistant Director,North,159235,6,User-friendly analyzing collaboration,1783032,Completed,Permanent,3.68,Compliant,Yes,1,15/01/2023,54,364,Matthew Gallagher,Top Secret,Choose activity scene point.
96b88f64-545a-409f-bdbc-63d0da81d83a,Peter Pittman,Ministry of Energy,Policy Advisor,Central,94771,21,User-friendly optimizing initiative,30098401,Cancelled,Temporary,4.26,Compliant,Yes,1,21/07/2016,3,34,Jason Harris,Medium,Tell media try.
3a0de093-ba2a-4420-9549-9ba2297e59b8,Michael Mccoy,Ministry of Finance,Engineer,Central,277732,28,Down-sized upward-trending adapter,22109867,Active,Contract,2.04,Non-Compliant,No,0,30/03/2025,40,270,Nicole Rodriguez,Medium,Do apply finally seem.
53a64c56-9d01-47c8-b96f-441f594fe991,Dana Patton,Ministry of Interior,Policy Advisor,North,167157,1,Proactive secondary model,16620615,Cancelled,Contract,2.19,Compliant,No,0,06/08/2024,36,448,Ricardo Russell,Medium,Interest technology enter individual thought child food.
336df28f-1654-4a3e-9352-cece59e9303b,Thomas Martin,Ministry of Finance,Assistant Director,West,161300,21,Optimized explicit benchmark,6054632,Active,Permanent,1,Under Review,Yes,1,30/05/2024,50,473,John Rivera,High,Section next toward summer.
61078c53-beb4-4637-b749-b2f2b45883aa,Stephen Howard,Ministry of Finance,Inspector,Central,126925,13,Future-proofed full-range concept,15019519,Completed,Temporary,4.85,Compliant,Yes,1,02/07/2024,14,226,Amber Rodriguez,Low,Art dog group quickly her turn.
40491983-c131-45a0-8123-b03ce61f78b6,Christina Foley,Ministry of Defense,Auditor,East,284446,10,Visionary content-based methodology,42545304,Active,Temporary,4.67,Non-Compliant,No,0,02/12/2020,7,24,Derek Duran,Low,Have movement easy enough property.
477c9385-8b2b-418e-a975-e1649f051fe0,Victoria Perez,Ministry of Transport,Engineer,West,106358,10,Reactive methodical access,37000577,On Hold,Contract,4.06,Non-Compliant,Yes,1,25/05/2023,37,233,Brenda Cruz,Medium,Us especially bad establish.
9c5a41d9-4ba2-455c-8812-9ec0a3349f72,Kimberly Hernandez,Ministry of Defense,Director,Central,188399,13,Phased cohesive toolset,27481819,Cancelled,Permanent,1.32,Compliant,Yes,1,13/02/2020,49,58,John Phillips,High,Let fish per lawyer southern family.
7d787bd7-ffb8-4b8d-9e41-b1735911c636,Amanda Curry,Ministry of Energy,Data Analyst,East,87057,24,Focused web-enabled matrix,19527648,Cancelled,Temporary,2.79,Compliant,No,0,19/01/2024,18,250,Casey Cline,Top Secret,Forward spring sit day point act.
70e9d3d5-6456-4471-8b81-b85994431424,Dr. Steven Ellis,Ministry of Interior,Clerk,East,46150,2,Grass-roots full-range intranet,4275282,On Hold,Contract,1.41,Under Review,Yes,1,16/08/2024,55,334,Laura Martinez,Top Secret,Everything perhaps television everything million still.
058bf299-a05b-4e97-931a-3b36dd99e752,Roy Evans,Ministry of Education,Auditor,Central,44425,22,Visionary analyzing collaboration,5555483,On Hold,Contract,1.06,Under Review,No,0,08/09/2017,46,85,Jacob Villegas,Top Secret,Happen own relationship really person.
53c279b8-4a6e-452d-8449-9f23ead2a1a5,Ms. Tabitha Jensen,Ministry of Interior,Policy Advisor,Central,294726,17,Function-based value-added software,23741763,On Hold,Contract,3.46,Under Review,No,0,09/04/2022,25,250,Stephanie Sparks,Medium,Sure although against yes several result year.
76780cdd-2dbc-4b0b-afbe-d9cb8f756e46,Ann Stewart,Ministry of Transport,Assistant Director,Central,56032,14,Team-oriented motivating model,12006455,Active,Temporary,4.84,Non-Compliant,No,0,25/03/2023,38,389,Christopher Smith,Medium,Write pick police whole event.
db2c1fb0-2ab9-46e6-9b3f-634ab926852f,Brenda Russell,Ministry of Energy,Inspector,East,42198,10,Triple-buffered 24/7 projection,35421845,On Hold,Permanent,4.61,Non-Compliant,Yes,1,26/09/2020,9,179,Michael Perkins,Low,Central sit write offer story media church hold.
b038d48c-557b-4f69-8a63-60e5372b247f,Angela Roach,Ministry of Interior,Auditor,South,231572,25,Realigned global ability,36228129,Completed,Contract,3.79,Compliant,Yes,1,06/11/2018,37,206,Michael Becker,Low,Oil million local room high least add.
66d8d18f-78b8-49c2-9f0a-d8c5e9841f70,Jay Huber,Ministry of Finance,Director,Central,224466,3,Adaptive foreground toolset,32632126,Cancelled,Contract,1.39,Under Review,Yes,1,05/09/2019,13,343,Beth Robinson,Top Secret,Figure win maintain person involve.
30e7c2e3-e711-404d-bf47-e51fb47089df,Sarah Larson,Ministry of Interior,Policy Advisor,Central,191151,17,Synchronized neutral knowledgebase,37255384,Cancelled,Permanent,2.1,Compliant,No,0,29/06/2021,48,148,Marc Shelton,Top Secret,Customer charge one piece man.
2aeece3e-941f-4a0a-876c-c25f30b6d590,Anthony Young PhD,Ministry of Energy,Assistant Director,West,207292,12,Universal discrete archive,31277921,Completed,Contract,2.28,Compliant,No,0,30/08/2023,40,70,Daniel Mcmillan,Top Secret,Open social guy idea church life.
b8bf8181-cc6e-43c4-b2fe-9bdf57b64978,Mason Jenkins,Ministry of Education,Inspector,Central,212946,24,Ergonomic homogeneous middleware,15311804,Cancelled,Temporary,4.05,Non-Compliant,No,0,18/06/2016,18,120,Jennifer Davis,Medium,Research cost artist form film happen.
604f5720-c78b-42d1-9a79-8411093ea610,Guy Gonzales,Ministry of Energy,Assistant Director,West,184931,29,Open-source exuding utilization,39200942,On Hold,Contract,4.21,Under Review,Yes,1,03/11/2021,29,252,Derek Rush III,Top Secret,Seem understand threat across economic majority sport.
7ffe9694-5a49-4f1c-a46d-e1d34b5d0972,Katherine Nunez,Ministry of Finance,Auditor,West,221532,25,Future-proofed multimedia conglomeration,41550835,Cancelled,Temporary,2.54,Compliant,Yes,1,10/09/2020,4,92,Andrew Adams,Top Secret,Career citizen north organization Congress early from.
2577a1ad-542d-43b4-b35c-ce28b01d0728,Francisco Smith,Ministry of Finance,Assistant Director,South,202491,26,Optional next generation emulation,6197020,Completed,Permanent,2.67,Non-Compliant,No,0,27/06/2024,54,255,Michele Jordan,Low,Face sense ago sign contain something name.
b96fcf5e-d0c6-4663-8322-c6a1b28e5b8b,Mrs. Ashley Smith,Ministry of Finance,Assistant Director,Central,158865,1,Streamlined secondary utilization,39008774,On Hold,Temporary,1.18,Under Review,No,0,31/03/2019,30,253,Jessica Wade,High,Rule do table history trial vote.
304b0b94-4ded-479f-928b-1888caa4e3a7,John Kim,Ministry of Defense,Engineer,South,179777,20,Versatile grid-enabled algorithm,1296311,Active,Permanent,2.16,Under Review,Yes,1,30/01/2018,6,351,Scott Silva,Medium,Do story federal animal.
e6285689-6b57-4dbf-ac40-b1c9b41ad44e,Darren Bell,Ministry of Health,Data Analyst,East,213952,28,Sharable 3rdgeneration product,14610996,Active,Permanent,2.81,Under Review,No,0,07/02/2019,18,287,Matthew Gutierrez,Top Secret,Compare Congress foreign or poor.
987ffe6a-21ed-44a4-8890-3f5d47c5b090,Roy Mclaughlin,Ministry of Health,Data Analyst,South,63236,16,Ergonomic interactive knowledge user,29709865,On Hold,Temporary,1.47,Non-Compliant,No,0,27/07/2023,30,308,Michelle Nixon,Top Secret,Article until edge.
5cfa69a2-3f6d-4633-9f57-7ca95b8e00ad,Martin Lang,Ministry of Education,Auditor,North,127955,17,Robust global matrix,30860593,Cancelled,Temporary,2.81,Under Review,No,0,16/04/2019,51,58,Bonnie Jimenez,High,Require thousand leader describe shake set natural.
040c6b83-fd27-4fe3-945b-b8e387c0f011,Amanda Walter,Ministry of Health,Inspector,North,256586,28,Organic multimedia initiative,10775927,Completed,Contract,4.41,Compliant,Yes,1,23/06/2024,57,68,Casey Robinson,High,Chance beat could us.
995d8e7e-ca5e-47b2-88c9-34e4fafda02a,Victor Campbell,Ministry of Interior,Data Analyst,North,143145,12,Inverse even-keeled model,14408001,On Hold,Temporary,3.33,Non-Compliant,No,0,05/10/2017,38,445,Michelle Leonard,Low,Fill room beat race agency rich.
13773d26-3cba-4cef-90fe-28a182fab6e3,Karen Clark,Ministry of Transport,Field Officer,West,186430,27,Ergonomic zero-defect solution,47422239,Completed,Temporary,1.32,Under Review,No,0,31/01/2024,23,387,Jordan Jackson,Top Secret,These whole indeed do for one.
8f5f0ec5-5828-4b99-b06d-a06cd83093d8,Angela Taylor,Ministry of Environment,Policy Advisor,North,270785,30,Phased bandwidth-monitored contingency,15708121,Active,Temporary,1.77,Non-Compliant,Yes,1,27/09/2020,33,85,Luke Andrade,Top Secret,Class section without.
a0765a8e-26bd-4e47-bd4d-ae4a10f1bc59,Elizabeth Floyd,Ministry of Health,Auditor,South,134914,34,Advanced content-based software,1562603,On Hold,Permanent,2.9,Non-Compliant,Yes,1,18/03/2023,56,273,Alexander Flores,Top Secret,Out part reduce mind up.
8854d65e-ee16-486c-b042-cf76498c35bc,Christine Bryant,Ministry of Labor,Director,Central,142870,6,Object-based homogeneous capability,43318069,On Hold,Temporary,2.45,Non-Compliant,Yes,1,17/09/2017,22,226,Destiny Baker MD,Medium,Enough begin month.
f0450f3f-62ab-408e-a708-e5b619163aa6,Ashley Smith,Ministry of Energy,Clerk,West,247990,7,Virtual high-level neural-net,11509399,Completed,Contract,2.43,Under Review,No,0,06/03/2019,47,80,William Woods,High,Serve send report black under difference.
0cc1ca10-7935-4abb-ad5e-55362ee68188,Brent Santana,Ministry of Interior,Inspector,West,290251,32,Optimized optimal standardization,33791077,Active,Temporary,3.12,Non-Compliant,No,0,15/05/2022,44,497,Stanley Young,Medium,Whom better media.
d6f12a6b-70e1-4aea-a0e4-70ff61ae9e88,Oscar Lamb,Ministry of Interior,Engineer,North,156243,32,Persistent object-oriented matrices,49895107,Active,Temporary,3.34,Non-Compliant,No,0,05/08/2024,39,113,Michael Johnston,Low,Prepare north order second moment.
2df1bf3a-86a2-49ff-a417-f60b293b6fb0,Susan Mccoy,Ministry of Labor,Data Analyst,East,54596,25,Up-sized 24/7 Graphic Interface,30502220,On Hold,Temporary,4.19,Non-Compliant,No,0,14/09/2021,5,183,Douglas Snyder,Top Secret,Money service say see environment administration.
3d29451b-fca9-4af0-851f-613934a11580,Richard Obrien,Ministry of Transport,Engineer,East,204644,33,Inverse secondary attitude,34841269,Completed,Temporary,2.36,Compliant,Yes,1,08/09/2019,37,279,Juan Zuniga,Medium,Account operation sure.
2e63aa3e-cc17-4612-8e7a-227049b4f962,Christopher Smith,Ministry of Environment,Field Officer,Central,249829,7,Extended analyzing frame,42385261,On Hold,Temporary,4.22,Compliant,Yes,1,27/07/2017,40,321,Diana Holmes,Top Secret,Sing result education glass.
76304854-ddb8-4103-98bf-4c924b58002b,Bryan Johnson,Ministry of Interior,Data Analyst,South,172351,12,Extended systematic challenge,15216926,Cancelled,Permanent,2.35,Under Review,No,0,04/01/2025,35,396,Devin Perkins,Medium,Raise often hour sort former agree.
79363e6d-a640-4765-a048-4c657f988bdc,Kevin Gonzalez,Ministry of Labor,Clerk,North,234269,16,Down-sized reciprocal pricing structure,44478959,Active,Contract,1.22,Under Review,Yes,1,18/05/2022,26,317,Javier Salazar,Medium,Morning thus project as much bit form.
c1732282-d4ab-49a9-9bd7-2b6a3acc41ea,Kathleen Kelly,Ministry of Education,Clerk,South,151496,16,Re-engineered contextually-based orchestration,43222620,Active,Permanent,3.22,Under Review,No,0,12/02/2021,10,53,Trevor Edwards,High,Strategy source politics election necessary out.
b9153816-4882-47ab-9b88-1c71ea58b01c,Joseph Townsend,Ministry of Health,Assistant Director,East,170273,13,Synergized tertiary Local Area Network,41499651,On Hold,Contract,3.35,Non-Compliant,Yes,1,31/05/2023,4,398,Erica Ramirez,High,Will air improve call responsibility among ground.
2614e465-9ef4-4726-8e1f-afffdab38f9b,Anna Park,Ministry of Finance,Assistant Director,East,233588,7,Re-engineered heuristic instruction set,47092088,On Hold,Contract,4.74,Under Review,No,0,12/12/2017,56,196,Theresa Hood,Top Secret,Can hundred school car test partner.
6aea3a3b-fe3e-42d3-ab5b-7aaa83431720,Stacey Garner,Ministry of Labor,Engineer,North,178155,9,Self-enabling real-time analyzer,47393535,On Hold,Contract,3.9,Compliant,No,0,30/11/2021,16,386,Sean Turner,High,Cell growth allow phone.
e88afad7-d0f8-4fb5-8284-5a3d7aa8ccaa,Mark Walters,Ministry of Environment,Director,East,160674,32,Balanced stable encryption,19367488,Active,Permanent,4.67,Non-Compliant,No,0,07/11/2017,51,292,Heather Holder,Medium,Board professional hour himself.
775157e3-f210-44cf-b3a4-7c8105322915,Susan Austin,Ministry of Labor,Assistant Director,East,160307,11,Versatile clear-thinking groupware,40497740,Active,Temporary,4.63,Non-Compliant,No,0,20/08/2017,6,292,Nicholas Salinas,High,Order check wear now.
1ddbbfce-3ebd-4176-b81e-96ab5828ff3d,Mario Lee,Ministry of Labor,Inspector,Central,297529,8,Adaptive solution-oriented Graphical User Interface,33421123,Active,Permanent,3.42,Under Review,Yes,1,11/08/2017,26,484,Christopher Daniels,Medium,Support recent practice entire more end test sign.
2bdd006b-89a7-4d06-892e-734ccff9c31c,Kelly Smith,Ministry of Transport,Assistant Director,Central,280469,33,Enhanced analyzing neural-net,22050611,Cancelled,Permanent,3.11,Non-Compliant,Yes,1,15/12/2015,46,386,Jessica Mckee,Top Secret,Of call indicate give evening site.
4638c4bb-12fc-4da9-bfb8-bf5cac044d2e,Kelly Bowman,Ministry of Defense,Assistant Director,East,188843,23,Digitized attitude-oriented secured line,36283569,On Hold,Contract,3.23,Non-Compliant,Yes,1,25/07/2025,56,446,Heather Camacho,Top Secret,First wind reality gas author line ten.
156feb39-21b1-4683-bb33-077656d81695,Heather Steele,Ministry of Finance,Auditor,North,201047,25,Cross-platform holistic neural-net,13287365,Active,Permanent,4.91,Compliant,Yes,1,25/04/2018,14,290,Natalie Scott,Low,Eight sort area indeed grow book good expert.
976b1b35-f943-4408-9ca4-d375b0f3454e,Marisa Jones,Ministry of Defense,Data Analyst,North,216720,8,Multi-tiered bi-directional portal,15714614,Cancelled,Temporary,4.09,Compliant,Yes,1,12/11/2019,45,179,Robert York,Medium,Change church present process most area staff risk.
1b693160-3fe5-4f85-a4e6-e23694c46247,Mallory Perez,Ministry of Defense,Engineer,East,296713,22,Digitized background application,4876415,On Hold,Permanent,1.43,Non-Compliant,Yes,1,13/02/2022,12,470,Eric Maldonado,Low,Image or meeting already participant.
52ab250e-311a-4e1a-8488-1293d753b618,Lucas Hampton,Ministry of Defense,Auditor,East,219357,4,Configurable bottom-line help-desk,27305484,Completed,Temporary,4.11,Under Review,No,0,08/12/2023,10,379,Brandon Tran,Top Secret,Fact power poor impact week relationship.
72e957cb-4d6f-4fa0-80d0-10ab94a051f9,Victoria Castillo,Ministry of Environment,Auditor,West,59063,3,Robust uniform open system,27285274,Completed,Temporary,1.68,Compliant,Yes,1,11/10/2020,59,411,James Cooper,Low,Follow evidence successful beat.
9edc7bc5-1131-41cf-b18e-9a9cc26aae3d,Tiffany Mcdonald,Ministry of Finance,Engineer,Central,107642,29,Devolved client-server function,15313967,On Hold,Contract,2.79,Non-Compliant,Yes,1,17/02/2017,44,221,Blake Miller,Top Secret,Play hundred million wrong crime sport movie central.
a53b372e-951e-41c9-99b0-249d86a251d1,Alyssa Schwartz,Ministry of Defense,Clerk,Central,130093,29,Down-sized solution-oriented implementation,10459748,On Hold,Permanent,1.84,Under Review,No,0,15/01/2023,25,273,Patrick Martin,High,Modern treat break future position my.
a52f70a7-c2c8-40a1-aef5-89bb83d273ed,Erin Wright,Ministry of Energy,Assistant Director,North,285462,34,Extended bifurcated help-desk,24085603,On Hold,Contract,3.76,Compliant,No,0,16/05/2021,21,377,Bradley Baker,High,Again determine police.
59659583-080e-413b-adf2-9be72d2ffa58,Sandra Fields,Ministry of Energy,Director,South,257215,34,Advanced local architecture,37516039,Completed,Temporary,4.51,Under Review,No,0,31/10/2022,27,243,Mark French,Top Secret,Large establish customer writer.
15c979e9-44ae-4dc3-ab53-55592a01593c,Morgan Neal,Ministry of Education,Clerk,South,208671,28,Team-oriented web-enabled open architecture,12017042,Cancelled,Permanent,2.16,Non-Compliant,No,0,24/06/2021,23,419,Janet Zuniga,Low,Foot four ball ball all become network.
8c439edb-8e44-4c21-a7ba-65b528ca7527,Shelly Ramos,Ministry of Defense,Auditor,East,222992,13,Digitized analyzing parallelism,21001606,Completed,Contract,1.33,Under Review,Yes,1,24/03/2023,28,416,William Taylor,Top Secret,Analysis catch adult.
3917f0af-c9b7-40b5-8559-42dc5655194e,Michael Fernandez,Ministry of Transport,Field Officer,East,199601,15,Distributed fault-tolerant help-desk,2756222,Active,Contract,2.19,Under Review,No,0,29/12/2016,8,447,Shawn Bautista,Top Secret,Wear finish choice nor thus social.
53843d71-2de6-4b3b-bdb0-c0ce7bb68e45,Kenneth Roberts,Ministry of Labor,Field Officer,West,75954,23,Customer-focused global customer loyalty,48289133,On Hold,Contract,3.69,Under Review,Yes,1,12/11/2017,41,153,Julia Rodriguez,Top Secret,Between financial during cost couple along theory.
00fde22c-09a7-45b9-b87d-c25906c1cd5a,Rebecca Lyons,Ministry of Education,Policy Advisor,West,67856,26,Monitored eco-centric leverage,43170149,Completed,Permanent,2.32,Compliant,Yes,1,22/06/2017,3,303,Kristi Bailey,Top Secret,Prevent cultural board year standard.
99e849d1-2d24-4f29-9ebd-eaf5c1d97fde,Stacey Hess,Ministry of Interior,Assistant Director,North,42573,4,Monitored client-driven forecast,47475247,On Hold,Permanent,2.11,Non-Compliant,No,0,29/09/2018,48,423,James Rose,Low,Design allow mission trade.
03b3f82c-e5bc-40b9-b7df-3799c080eb58,Darlene Jennings,Ministry of Labor,Assistant Director,South,249416,26,Persistent non-volatile task-force,37921420,Cancelled,Contract,1.74,Non-Compliant,No,0,17/09/2015,45,272,Allison Barr,Top Secret,Although drug Republican out tend perform agent world.
d97b5650-a95e-4376-a4f4-83963b83c92a,Michael Gardner,Ministry of Transport,Clerk,West,75367,9,Down-sized tangible knowledge user,39347446,Active,Permanent,2.99,Non-Compliant,No,0,28/02/2021,55,423,Michael Leon,High,Much leg culture break under or ask.
9fa287fb-5266-46a2-8c5d-cc7e6a5405b9,Jason Munoz,Ministry of Finance,Clerk,South,273409,5,Profound content-based access,41775917,Completed,Permanent,2.1,Compliant,Yes,1,28/10/2019,17,134,Tracy Avery,High,Stock fall there begin present focus perform.
4e176d10-a7e4-49dd-bbed-8452b8cc40a3,Jesse Sullivan,Ministry of Education,Director,West,277804,32,Multi-tiered incremental functionalities,10276828,Cancelled,Contract,3.92,Non-Compliant,No,0,02/07/2023,42,312,Joseph Lopez,Medium,Wind war traditional establish husband knowledge sign.
dd98004a-b2f1-4656-89c5-1df05ce7f179,Rebecca Wilson,Ministry of Health,Director,Central,139608,20,Switchable analyzing matrices,5559501,Cancelled,Permanent,1.31,Compliant,No,0,30/04/2017,15,7,Paul Reed,High,Fight play bank stage.
585710e9-daaa-4463-b9d9-d8dfcce15165,Lisa Davis,Ministry of Interior,Field Officer,East,100774,11,Optional context-sensitive product,41229759,Active,Contract,3.66,Non-Compliant,Yes,1,11/12/2024,32,127,Kyle Ortega,High,Compare support himself this watch.
3b4ca41b-0fff-41dc-b62c-2b2640257e7d,Rachel Alexander,Ministry of Environment,Field Officer,West,63752,15,Diverse system-worthy success,4113582,Active,Permanent,1.95,Compliant,No,0,01/03/2023,28,372,Mrs. Pam Murphy,High,Kid goal perhaps western attention forward discuss.
1751ff7f-86e4-4771-b9f3-89e214754636,Ashley Flores,Ministry of Environment,Engineer,West,95029,32,Total client-server initiative,2972875,Active,Permanent,2.96,Compliant,Yes,1,24/05/2020,38,55,Matthew Baker,Top Secret,Effort through official rise act interesting.
868bf53c-cc3d-4771-b53c-9d49fb4d2173,Judy Morrison,Ministry of Transport,Auditor,North,188757,28,Diverse fault-tolerant definition,10318896,Cancelled,Permanent,2.14,Non-Compliant,Yes,1,28/03/2025,59,125,Mary Brown,Medium,Sell great include above first.
e02b3fbf-53f3-4ff4-ad31-2a7bb79611ed,Gregory Russo,Ministry of Finance,Assistant Director,Central,170282,22,Up-sized zero administration adapter,14674248,Completed,Temporary,3.89,Under Review,Yes,1,28/11/2018,9,158,Ashley Walls,Medium,Reality some church newspaper because finish.
3e3f5129-2f59-4931-ad7e-0c28ab062602,Valerie Scott,Ministry of Defense,Field Officer,East,91693,17,Upgradable full-range circuit,32504789,Cancelled,Temporary,4.78,Compliant,No,0,27/11/2021,8,58,Danielle Jones,Medium,Born director all vote coach guess.
0c0917ef-88dc-4dfa-a55a-8c95dbb86b7a,Janice Perez,Ministry of Defense,Field Officer,Central,156739,26,Cross-platform systemic synergy,39454977,Completed,Contract,4.67,Compliant,No,0,11/05/2016,58,57,Steven Gonzales,Medium,Police across speak majority hear expect.
aa1620e2-f5f2-4412-bd8e-0450152395eb,Claudia Wilkins,Ministry of Transport,Director,East,95961,7,Automated tertiary emulation,24847780,Cancelled,Temporary,3.33,Non-Compliant,Yes,1,19/09/2021,30,139,Michelle Whitney,Low,Place structure a film experience.
e7cda52a-485e-48a7-8cd6-50c60a82b1a1,Jacob Mcknight,Ministry of Finance,Assistant Director,Central,278009,26,Public-key dynamic capability,41692940,Active,Contract,2.85,Non-Compliant,No,0,16/05/2018,27,175,Anthony Cunningham,Top Secret,Parent few billion where movie several alone.
ea4af715-66c2-43a5-8dff-cde37e92cc22,Jesse Pope,Ministry of Labor,Policy Advisor,Central,296028,25,Progressive holistic paradigm,15734202,On Hold,Permanent,4.27,Compliant,Yes,1,22/04/2016,59,414,Jean Castro,High,Note learn hold number.
f10741f9-8ee4-421c-b247-bc821dc43645,Amanda Davila,Ministry of Energy,Policy Advisor,North,247980,10,Self-enabling needs-based infrastructure,49072147,Cancelled,Temporary,3.73,Non-Compliant,No,0,22/08/2023,56,107,Thomas Wood,Low,Wife face mean between.
6435254d-83f7-4d80-b4bf-35206a00c860,Peter Fletcher,Ministry of Labor,Engineer,South,296609,19,User-centric foreground methodology,18473462,Cancelled,Contract,1.73,Non-Compliant,No,0,17/07/2023,2,210,Michael Scott,Medium,We court consider product.
bdbc62f8-48f4-492d-9f9c-1647f12fdf9c,Linda Pierce,Ministry of Labor,Auditor,Central,166678,11,Programmable client-driven encoding,43862279,On Hold,Temporary,4.28,Under Review,Yes,1,23/03/2022,53,446,Rebecca Moreno,Low,Development prepare democratic glass yeah.
e547664a-0f82-4a63-a401-256ae24464d5,Matthew Phillips,Ministry of Interior,Policy Advisor,East,114532,13,Horizontal zero administration synergy,30171551,Cancelled,Temporary,2.72,Compliant,No,0,06/12/2021,54,73,Nicholas Gay,Medium,Responsibility against dinner late degree.
b156e050-244f-4bf2-8834-c671b895dc15,Benjamin King,Ministry of Labor,Engineer,East,121994,8,Cloned dedicated open system,8294253,Cancelled,Contract,1.76,Compliant,Yes,1,30/03/2022,13,166,Cody Miller,Low,Part pull generation leg perform even.
c93ad12b-9e39-4973-acc6-daded58e1002,Ronald Baker,Ministry of Health,Policy Advisor,North,96133,4,Quality-focused secondary function,38083054,Cancelled,Temporary,2.13,Non-Compliant,Yes,1,29/03/2024,57,459,Nicholas James,Low,Final group task almost full special little.
57d62b14-a123-400e-aebb-d757d2921f00,Kimberly Smith,Ministry of Education,Director,South,268497,31,Face-to-face dynamic monitoring,2569930,Cancelled,Contract,2.07,Compliant,Yes,1,13/04/2016,24,403,Sherri Jacobs,High,Much current course news indeed near moment oil.
a71f642c-03dd-41bc-bce2-763bb022d519,George Mitchell,Ministry of Environment,Assistant Director,East,296127,28,Visionary bifurcated project,231936,Cancelled,Temporary,3.08,Non-Compliant,Yes,1,23/11/2023,14,356,Bryan Stewart,Low,Authority something personal quickly daughter street.
6f08a92f-013c-4360-9cbf-080beafce608,Julia Watkins,Ministry of Energy,Director,North,101268,11,Profit-focused bottom-line utilization,38806462,Completed,Permanent,1.94,Non-Compliant,No,0,04/09/2018,1,303,Laura Turner,High,Herself movement data price almost prevent personal wear.
